employee_id,hours_logged,billable_hours
EMP0152,6.01,4.93
EMP0404,8.95,2.24
EMP0588,8.08,6.63
EMP0355,6.37,5.22
EMP0299,10.24,2.56
EMP0364,5.5 hrs,4.5
EMP0226,8.87,7.27
EMP0329,9.0,7.38
EMP0553,6.33,1.58
EMP0521,9.63,2.41
EMP0701,7.0,5.74
EMP0438,7.86,6.45
EMP0814,7.82,1.96
EMP0829,7.19,5.9
EMP0788,8.7,7.13
EMP0475,8.67,7.11
EMP0078,4.6,3.77
EMP0671,9.49,7.78
EMP0156,4.74,1.19
EMP0158,9.05,7.42
EMP0269,9.2,7.54
EMP0182,5.65,1.41
EMP0398,6.74,5.53
EMP0304,5.63,4.62
EMP0313,7.06,5.79
EMP0582,6.91,5.67
EMP0590,8.65,7.09
EMP0433,9.5,2.38
EMP0345,9.63,7.9
EMP0241,6.5,1.62
EMP0064,7.07,5.8
EMP0212,4.71,3.86
EMP0345,6.11,5.01
EMP0254,8.94,7.33
EMP0232,9.98,8.18
EMP0065,5.43,4.45
EMP0667,6.45,1.61
EMP0833,7.36,1.84
EMP0114,7.85,6.44
EMP0692,6.1,5.0
EMP0589,8.08,6.63
EMP0617,6.64,5.44
EMP0456,7.38,6.05
EMP0634,8.27,6.78
EMP0361,7.41,6.08
EMP0421,6.7,5.49
EMP0110,7.22,1.8
EMP0011,7.26,5.95
EMP0617,6.81,5.58
EMP0553,6.99,5.73
EMP0610,9.96,8.17
EMP0808,8.3,6.81
EMP0798,6.93,5.68
EMP0197,8.52,6.99
EMP0122,6.87,5.63
EMP0126,9.28,7.61
EMP0281,7.99,2.0
EMP0146,7.23,5.93
EMP0186,8.12,6.66
EMP0315,4.89,4.01
EMP0099,5.6,4.59
EMP0105,5.49,4.5
,7.63,1.91
EMP0559,10.17,8.34
EMP0698,10.97,2.74
EMP0460,8.42,6.9
EMP0466,8.2,6.72
EMP0762,4.52,3.71
EMP0297,6.53,5.35
EMP0086,6.14,5.03
EMP0548,6.41,5.26
EMP0701,7.13,5.85
EMP0832,6.64,5.44
EMP0509,4.23,3.47
EMP0834,8.6,7.05
EMP0602,5.7 hrs,1.42
EMP0018,7.78,6.38
EMP0535,10.72,8.79
EMP0630,5.93,4.86
EMP0773,3.35,0.84
EMP0749,6.94,5.69
EMP0655,9.16,7.51
EMP0809,10.53,8.63
EMP0744,5.43,4.45
EMP0625,8.19,6.72
EMP0171,6.66,5.46
EMP0843,7.23,5.93
EMP0327,11.63,9.54
EMP0546,5.0,1.25
EMP0588,7.81,1.95
EMP0139,8.15,2.04
EMP0776,9.14,2.29
EMP0362,7.56,6.2
EMP0299,7.89,6.47
EMP0366,6.77,5.55
EMP0483,7.83,6.42
EMP0256,6.85,1.71
EMP0108,8.39,6.88
EMP0044,6.81,5.58
EMP0499,8.0,6.56
EMP0774,7.35,6.03
EMP0267,9.2,7.54
EMP0629,7.32,1.83
EMP0465,4.56,3.74
EMP0776,9.42,2.35
EMP0520,5.95,1.49
EMP0291,6.35,5.21
EMP0525,6.45,1.61
EMP0671,9.6,7.87
EMP0068,3.98,3.26
EMP0381,12.0,9.84
EMP0558,9.09,7.45
EMP0188,7.76,6.36
EMP0430,7.31,1.83
EMP0052,7.86,6.45
EMP0344,8.23,6.75
EMP0011,8.43,6.91
EMP0818,8.29,6.8
EMP0210,7.54,1.89
EMP0026,7.08,5.81
EMP0561,7.16,5.87
EMP0806,7.09,5.81
EMP0146,9.21,7.55
EMP0214,8.35,6.85
EMP0477,2.7,0.68
EMP0554,8.45,6.93
EMP0825,7.71,6.32
EMP0439,7.37,6.04
EMP0468,6.78,1.7
EMP0503,9.2,7.54
EMP0403,8.92,7.31
EMP0460,6.16,5.05
EMP0010,8.05,2.01
EMP0002,5.85,4.8
EMP0246,5.19,4.26
EMP0416,6.4,5.25
EMP0468,8.78,2.19
EMP0815,8.93,2.23
EMP0042,8.22,2.06
EMP0085,8.56,7.02
EMP0145,8.23,6.75
EMP0332,6.37,5.22
EMP0721,8.09,6.63
EMP0724,8.68,7.12
EMP0401,8.61,2.15
EMP0653,9.3,7.63
EMP0791,8.53,2.13
EMP0336,7.96,6.53
EMP0225,9.11,7.47
EMP0092,7.36,1.84
EMP0031,5.99,1.5
EMP0391,7.14,5.85
EMP0110,6.21,5.09
EMP0153,6.32,5.18
EMP0696,7.17,5.88
EMP0716,6.13,5.03
EMP0523,6.91,5.67
EMP0038,4.37,3.58
EMP0279,7.74,6.35
EMP0345,7.4,6.07
EMP0676,6.09,4.99
EMP0560,8.45,2.11
EMP0601,8.9,7.3
EMP0024,4.83,3.96
EMP0835,6.18,5.07
EMP0319,6.17,5.06
EMP0208,5.9,1.48
EMP0092,8.73,2.18
EMP0102,7.09,1.77
EMP0701,6.98,1.75
EMP0374,4.19,3.44
EMP0484,8.42,2.1
EMP0233,5.42,1.35
EMP0208,7.5 hrs,6.15
EMP0347,7.84,6.43
EMP0690,9.58,2.4
EMP0818,5.31,4.35
EMP0782,2.57,2.11
EMP0448,7.69,6.31
EMP0057,10.28,8.43
EMP0833,9.38,2.35
EMP0592,7.74,1.94
EMP0829,6.61,5.42
EMP0564,8.69,7.13
EMP0564,5.84,4.79
EMP0503,8.16,2.04
EMP0789,8.21,6.73
EMP0350,9.1,7.46
EMP0158,11.82,9.69
EMP0367,8.03,6.58
EMP0493,6.59,1.65
EMP0017,7.36,6.04
EMP0052,4.57,3.75
EMP0529,6.29,5.16
EMP0490,6.75,5.53
EMP0619,6.56,5.38
EMP0530,7.64,6.26
EMP0808,6.08,1.52
EMP0461,9.19,2.3
EMP0610,7.4,6.07
EMP0266,7.39,6.06
EMP0659,6.88,5.64
EMP0504,7.65,6.27
EMP0414,8.72,7.15
EMP0826,6.01,4.93
EMP0189,6.35,5.21
EMP0826,6.91,1.73
EMP0204,5.25,4.3
EMP0577,6.09,4.99
EMP0267,6.64,5.44
EMP0756,8.8,7.22
EMP0842,7.82,6.41
EMP0430,7.71,6.32
EMP0272,8.76,7.18
EMP0767,7.18,1.79
EMP0048,8.02,2.0
EMP0266,7.23,1.81
EMP0007,7.82,6.41
EMP0634,6.47,5.31
EMP0292,3.5,2.87
EMP0437,7.19,5.9
EMP0808,9.68,7.94
EMP0630,8.88,7.28
EMP0285,8.94,7.33
EMP0351,9.38,7.69
EMP0411,7.54,6.18
EMP0106,7.72,6.33
EMP0163,6.41,5.26
EMP0708,6.89,5.65
EMP0244,8.39,2.1
EMP0384,9.33,7.65
EMP0553,7.18,5.89
EMP0204,6.68,1.67
EMP0349,7.4,6.07
EMP0197,8.36,2.09
EMP0521,5.09,4.17
EMP0383,3.73,3.06
EMP0747,6.5 hrs,5.35
EMP0185,5.45,4.47
EMP0609,6.59,5.4
EMP0001,7.16,5.87
EMP0041,6.67,5.47
EMP0182,9.72,7.97
EMP0022,7.92,6.49
EMP0486,7.88,6.46
EMP0475,8.4,6.89
EMP0203,5.58,4.58
EMP0102,9.06,7.43
EMP0371,7.28,5.97
EMP0639,8.47,6.95
EMP0507,5.69,1.42
EMP0316,4.91,4.03
EMP0587,8.71,7.14
EMP0780,8.0,2.0
EMP0669,5.96,4.89
EMP0094,6.01,4.93
EMP0080,9.2,7.54
EMP0518,5.5,4.51
EMP0263,10.03,8.22
EMP0090,5.96,4.89
EMP0113,8.42,6.9
EMP0373,6.87,5.63
EMP0217,8.37,6.86
EMP0188,6.53,5.35
EMP0521,7.14,5.85
EMP0587,7.47,6.13
EMP0760,5.8,4.76
EMP0269,8.59,7.04
EMP0401,6.58,5.4
EMP0830,7.03,5.76
EMP0576,5.81,4.76
EMP0434,3.3,2.71
EMP0681,7.09,5.81
EMP0290,11.26,9.23
EMP0450,8.66,7.1
EMP0806,7.37,6.04
EMP0515,6.98,5.72
EMP0106,7.44,6.1
EMP0002,8.28,2.07
EMP0457,-5.51,4.52
EMP0154,9.18,7.53
EMP0677,8.54,7.0
EMP0283,8.55,7.01
EMP0820,8.1,6.64
EMP0059,7.43,1.86
EMP0391,8.48,6.95
EMP0012,8.35,2.09
EMP0093,6.83,5.6
EMP0625,6.48,1.62
EMP0361,7.56,6.2
EMP0017,9.88,8.1
EMP0511,5.42,4.44
EMP0391,5.05,4.14
EMP0581,7.66,6.28
EMP0421,7.48,6.13
EMP0194,7.68,6.3
EMP0562,7.79,6.39
EMP0626,7.04,1.76
EMP0623,9.78,8.02
EMP0011,4.84,3.97
EMP0742,6.07,1.52
EMP0122,7.23,1.81
EMP0606,4.77,3.91
EMP0012,7.12,1.78
EMP0437,10.06,2.52
EMP0837,7.43,1.86
EMP0644,7.77,6.37
EMP0318,5.38,4.41
EMP0634,6.41,5.26
EMP0232,6.8,1.7
EMP0740,6.89,5.65
EMP0282,9.45,2.36
EMP0794,8.29,2.07
EMP0035,5.62,4.61
EMP0081,7.79,6.39
EMP0355,8.2,2.05
EMP0375,9.22,7.56
EMP0252,9.93,8.14
EMP0183,5.78,4.74
EMP0527,6.1,1.52
EMP0554,5.39,4.42
EMP0615,7.03,1.76
EMP0270,8.15,6.68
EMP0495,8.98,7.36
EMP0081,7.28,5.97
EMP0575,6.89,5.65
EMP0466,7.64,1.91
EMP0280,6.06,4.97
EMP0202,10.74,2.69
EMP0279,4.83,3.96
EMP0373,7.7,6.31
EMP0007,10.64,2.66
EMP0445,7.41,6.08
EMP0559,7.1,5.82
EMP0030,6.83,5.6
EMP0713,7.11,5.83
EMP0547,9.6,7.87
EMP0831,3.86,3.17
EMP0231,9.85,8.08
EMP0217,5.12,1.28
EMP0506,6.97,5.72
EMP0318,6.71,5.5
EMP0202,8.34,6.84
EMP0696,4.84,3.97
EMP0184,8.14,6.67
EMP0750,10.64,8.72
EMP0587,5.22,1.3
EMP0220,7.7,6.31
EMP0687,6.34,5.2
EMP0821,8.08,6.63
EMP0501,7.43,6.09
EMP0415,6.37,5.22
EMP0608,8.18,6.71
EMP0668,10.29,8.44
EMP0194,7.09,1.77
EMP0153,8.55,2.14
EMP0399,5.33,4.37
EMP0734,5.87,1.47
EMP0505,8.16,6.69
EMP0306,9.77,2.44
EMP0321,7.97,1.99
EMP0305,6.9,5.66
EMP0465,7.4,6.07
EMP0825,5.4,1.35
EMP0588,8.37,6.86
EMP0497,8.81,7.22
EMP0758,6.68,5.48
EMP0304,6.65,5.45
EMP0562,7.83,1.96
EMP0576,6.7,5.49
EMP0198,7.29,5.98
EMP0733,10.76,8.82
EMP0659,7.0,5.74
EMP0715,6.83,5.6
EMP0278,6.36,1.59
EMP0555,8.59,7.04
EMP0428,7.11,5.83
EMP0285,6.36,5.22
EMP0177,9.51,7.8
EMP0299,9.67,7.93
EMP0071,6.44,5.28
EMP0437,4.41,1.1
EMP0199,9.01,7.39
EMP0341,6.3,5.17
EMP0276,8.67,7.11
EMP0139,4.2 hrs,1.06
EMP0326,8.83,7.24
EMP0511,5.46,1.36
EMP0674,8.57,7.03
EMP0544,7.42,6.08
EMP0099,5.87,4.81
EMP0526,6.75,1.69
EMP0328,8.5,6.97
EMP0785,7.57,1.89
EMP0170,8.34,6.84
EMP0413,10.56,8.66
EMP0513,4.9,1.23
EMP0024,9.99,8.19
EMP0028,7.57,6.21
EMP0556,5.96,4.89
EMP0266,5.27,1.32
EMP0702,7.1,1.77
EMP0595,8.87,2.22
EMP0564,7.2,5.9
EMP0244,9.82,8.05
EMP0091,5.08,4.17
EMP0836,7.38,6.05
EMP0466,5.4,4.43
EMP0724,7.98,2.0
EMP0431,8.82,7.23
EMP0708,6.73,5.52
EMP0338,3.23,2.65
EMP0490,7.72,6.33
EMP0522,8.1,6.64
EMP0233,8.05,6.6
EMP0077,9.38,7.69
EMP0274,5.69,1.42
EMP0438,8.49,6.96
EMP0364,9.31,7.63
EMP0107,4.55,1.14
EMP0723,7.91,6.49
EMP0356,6.59,1.65
EMP0483,7.27,5.96
EMP0499,7.96,6.53
EMP0097,6.62,1.66
EMP0492,6.3 hrs,5.18
EMP0754,7.45,6.11
EMP0435,5.66,1.42
EMP0194,5.66,4.64
EMP0321,8.49,6.96
EMP0629,5.56,4.56
EMP0759,8.47,6.95
EMP0301,8.14,6.67
EMP0144,4.64,3.8
EMP0753,6.32,5.18
EMP0270,9.31,7.63
EMP0761,5.83,4.78
EMP0409,6.66,5.46
EMP0370,8.14,2.04
EMP0118,8.65,2.16
EMP0009,7.0,5.74
EMP0716,6.44,1.61
EMP0597,9.68,7.94
EMP0498,10.18,2.54
EMP0339,8.97,7.36
EMP0829,7.54,1.89
EMP0190,6.11,5.01
EMP0296,6.07,4.98
EMP0757,8.24,6.76
EMP0132,8.07,6.62
EMP0382,9.64,7.9
EMP0548,8.44,6.92
EMP0163,5.0,4.1
EMP0792,9.08,7.45
EMP0056,5.8,4.76
EMP0653,6.79,5.57
EMP0414,7.8,1.95
EMP0524,10.59,2.65
EMP0596,12.0,9.84
EMP0239,8.37,2.09
EMP0766,7.11,5.83
EMP0487,8.26,6.77
EMP0278,8.82,7.23
EMP0403,6.89,5.65
EMP0099,10.27,8.42
EMP0030,7.77,6.37
EMP0550,8.2,6.72
EMP0213,8.47,2.12
EMP0658,8.07,2.02
EMP0112,8.74,2.19
EMP0269,6.41,5.26
EMP0472,6.51,5.34
EMP0114,5.64,1.41
EMP0617,8.1,6.64
EMP0430,8.65,7.09
EMP0746,8.13,6.67
EMP0011,10.08,8.27
EMP0155,7.39,6.06
EMP0617,8.47,6.95
EMP0268,5.65,4.63
EMP0103,6.78,5.56
EMP0139,8.51,6.98
EMP0823,8.76,7.18
EMP0714,6.93,5.68
EMP0074,7.29,1.82
EMP0802,4.97,4.08
EMP0344,6.83,5.6
EMP0834,8.82,7.23
EMP0373,8.32,2.08
EMP0539,8.2,6.72
EMP0606,7.48,1.87
EMP0304,7.41,6.08
EMP0027,6.34,5.2
EMP0006,8.52,6.99
EMP0004,8.07,6.62
EMP0145,8.19,6.72
EMP0147,6.56,5.38
EMP0367,3.95,3.24
,9.16,7.51
EMP0799,6.63,5.44
EMP0718,6.02,1.5
EMP0018,8.51,6.98
EMP0628,6.77,1.69
EMP0820,9.1,2.27
EMP0229,8.39,6.88
EMP0572,8.49,6.96
EMP0842,5.21,4.27
EMP0314,9.34,2.33
EMP0653,7.82,6.41
EMP0340,6.81,5.58
EMP0455,7.63,1.91
EMP0226,4.6 hrs,1.14
EMP0276,8.05,2.01
EMP0189,5.75,4.71
EMP0130,5.24,1.31
EMP0470,4.96,1.24
EMP0378,9.18,7.53
EMP0368,6.39,5.24
EMP0021,9.85,8.08
EMP0303,6.54,5.36
EMP0247,4.67,3.83
EMP0840,5.61,1.4
EMP0190,9.38,7.69
EMP0232,7.15,5.86
EMP0102,6.52,5.35
EMP0378,7.66,6.28
EMP0813,8.2,6.72
EMP0340,9.19,7.54
EMP0201,9.72,7.97
EMP0060,6.82,5.59
EMP0842,5.28,4.33
EMP0252,6.74,5.53
EMP0438,7.82,6.41
EMP0388,5.86,1.47
EMP0621,5.87,4.81
EMP0714,7.95,6.52
EMP0390,7.32,6.0
EMP0821,7.45,6.11
EMP0101,6.19,5.08
EMP0813,7.03,5.76
EMP0375,5.92,4.85
EMP0603,8.82,7.23
EMP0006,9.06,7.43
EMP0785,4.45,3.65
EMP0452,5.91,4.85
EMP0191,5.01,4.11
EMP0354,6.36,5.22
EMP0209,7.27,5.96
EMP0661,5.08,4.17
EMP0456,5.93,4.86
EMP0116,5.79,4.75
EMP0516,7.73,6.34
EMP0591,7.51,1.88
EMP0212,6.25,5.12
EMP0576,7.68,6.3
EMP0578,6.53,5.35
EMP0487,6.97,1.74
EMP0655,10.08,8.27
EMP0349,9.54,7.82
EMP0318,5.32,4.36
EMP0289,8.73,7.16
EMP0810,8.7,7.13
EMP0096,5.56,1.39
EMP0482,8.71,7.14
EMP0737,9.86,8.09
EMP0433,5.6,4.59
EMP0168,5.93,4.86
EMP0069,9.03,2.26
EMP0156,7.83,6.42
EMP0325,8.28,6.79
EMP0110,7.94,6.51
EMP0009,8.03,2.01
EMP0765,5.28,4.33
EMP0204,9.08,7.45
EMP0199,9.27,7.6
EMP0097,7.03,1.76
EMP0359,7.33,1.83
EMP0295,4.95,4.06
EMP0730,8.22,2.06
EMP0250,8.32,6.82
EMP0505,7.3,5.99
EMP0010,9.2,7.54
EMP0467,6.87,5.63
EMP0291,8.3,6.81
EMP0397,5.77,4.73
EMP0418,7.36,6.04
EMP0132,7.12,5.84
EMP0051,7.76,6.36
EMP0844,6.81,5.58
EMP0328,7.19,5.9
EMP0740,8.72,7.15
EMP0844,6.7,5.49
EMP0615,4.83,3.96
EMP0435,10.2,2.55
EMP0651,9.61,7.88
EMP0736,5.33,1.33
EMP0628,8.5,2.12
EMP0765,6.6,5.41
EMP0107,7.82,6.41
EMP0830,7.87,1.97
EMP0166,7.02,5.76
EMP0717,6.15,5.04
EMP0617,6.3,1.57
EMP0139,5.93,4.86
EMP0563,6.07,4.98
EMP0112,7.29,5.98
EMP0821,6.25,1.56
EMP0370,8.49,2.12
EMP0358,9.78,2.44
EMP0749,6.47,5.31
EMP0773,7.78,6.38
EMP0841,8.2,2.05
EMP0140,8.16,6.69
EMP0481,7.52,1.88
EMP0401,8.59,7.04
EMP0808,8.17,6.7
EMP0440,5.42,4.44
EMP0806,8.79,2.2
EMP0507,8.82,2.21
EMP0538,6.18,1.54
EMP0673,7.46,6.12
EMP0782,8.49,2.12
EMP0751,7.07,5.8
EMP0479,9.12,2.28
EMP0644,11.18,9.17
EMP0693,6.14,5.03
EMP0352,5.19,4.26
EMP0636,7.89,6.47
EMP0282,8.55,7.01
EMP0353,7.03,5.76
EMP0351,9.73,7.98
EMP0332,5.26,4.31
EMP0033,8.51,6.98
EMP0144,6.43,5.27
EMP0104,10.15,8.32
EMP0604,10.59,8.68
EMP0076,6.17,1.54
EMP0694,6.52,5.35
EMP0040,8.78,7.2
EMP0305,6.78,5.56
EMP0371,7.33,6.01
EMP0293,7.44,6.1
EMP0231,4.33,3.55
EMP0017,7.38,6.05
EMP0219,6.3,5.17
EMP0840,6.61,5.42
EMP0472,9.71,7.96
EMP0300,5.39,1.35
EMP0829,8.7,7.13
EMP0219,6.95,5.7
EMP0798,6.95,5.7
EMP0641,8.66,7.1
EMP0681,7.94,6.51
EMP0559,8.31,6.81
EMP0758,8.95,2.24
EMP0010,6.87,1.72
EMP0013,6.42,5.26
EMP0083,5.66,1.42
EMP0575,6.08,1.52
EMP0381,12.0,9.84
EMP0431,9.39,7.7
EMP0081,5.24,4.3
EMP0247,5.28,4.33
EMP0382,8.17,6.7
EMP0747,8.28,6.79
EMP0391,8.28,6.79
EMP0701,6.99,5.73
EMP0432,7.2,5.9
EMP0495,7.92,6.49
EMP0618,7.54,6.18
EMP0609,3.85,3.16
EMP0052,7.03,5.76
EMP0532,6.04,4.95
EMP0343,7.68,1.92
EMP0630,12.0,9.84
EMP0420,7.99,6.55
EMP0217,6.9,5.66
EMP0611,8.87,7.27
EMP0624,8.17,6.7
EMP0595,8.07,6.62
EMP0506,8.37,2.09
EMP0822,10.69,8.77
,5.59,4.58
EMP0432,8.16,6.69
EMP0648,5.92,4.85
EMP0758,8.29,2.07
EMP0109,5.93,4.86
EMP0101,6.73,5.52
EMP0613,6.93,5.68
EMP0808,8.96,7.35
EMP0720,8.87,7.27
EMP0066,5.41,4.44
EMP0491,7.49,6.14
EMP0277,6.26,5.13
EMP0321,5.39,4.42
EMP0160,7.05,5.78
EMP0450,6.91,5.67
EMP0009,11.28,9.25
EMP0040,8.09,6.63
EMP0845,5.2,4.26
EMP0632,6.5,1.62
EMP0391,9.03,7.4
EMP0096,10.74,8.81
EMP0813,4.86,3.99
EMP0763,4.39,3.6
EMP0484,10.39,2.6
EMP0795,8.02,6.58
EMP0022,6.01,4.93
EMP0383,8.26,6.77
EMP0335,3.18,2.61
EMP0039,7.41,6.08
EMP0412,7.92,1.98
EMP0718,8.88,7.28
EMP0637,5.78,4.74
EMP0402,7.54,6.18
EMP0703,5.92,4.85
EMP0626,7.81,6.4
EMP0419,5.97,4.9
EMP0074,6.75,1.69
EMP0699,5.81,4.76
EMP0645,8.44,2.11
EMP0331,8.77,7.19
EMP0387,7.02,5.76
EMP0502,7.46,1.86
EMP0766,5.08,4.17
EMP0757,6.92,5.67
EMP0489,7.32,6.0
EMP0692,11.59,9.5
EMP0834,5.62,1.41
EMP0730,9.74,7.99
EMP0477,8.99,7.37
EMP0083,7.85,6.44
EMP0637,10.21,2.55
EMP0366,8.0,6.56
EMP0252,8.02,2.0
EMP0267,7.32,6.0
EMP0080,9.36,7.68
EMP0105,9.15,2.29
EMP0314,6.4,5.25
EMP0738,5.29,4.34
EMP0759,7.08,5.81
EMP0736,6.12,5.02
EMP0324,7.3,5.99
EMP0222,9.4 hrs,7.69
EMP0260,6.67,5.47
EMP0269,7.33,6.01
EMP0085,7.49,6.14
EMP0093,8.76,7.18
EMP0548,3.8,3.12
EMP0564,6.43,5.27
EMP0568,7.74,6.35
EMP0221,9.32,2.33
EMP0784,6.61,1.65
EMP0320,4.4,3.61
EMP0065,8.39,6.88
EMP0086,6.38,5.23
EMP0304,5.5,4.51
EMP0563,6.4,1.6
EMP0311,7.1,1.77
EMP0157,6.43,5.27
EMP0767,3.87,3.17
EMP0136,8.84,7.25
EMP0086,9.44,7.74
EMP0032,8.44,6.92
EMP0236,5.58,1.4
EMP0467,7.08,5.81
EMP0506,7.39,6.06
EMP0735,8.36,6.86
EMP0017,8.47,6.95
EMP0489,6.23,1.56
EMP0086,7.53,1.88
EMP0399,8.13,6.67
EMP0746,9.73,7.98
EMP0132,8.53,6.99
EMP0494,8.66,7.1
EMP0213,7.53,1.88
EMP0173,9.66,7.92
EMP0239,8.06,6.61
EMP0058,6.02,1.5
EMP0414,9.65,2.41
EMP0793,8.52,2.13
EMP0540,6.69,5.49
EMP0433,6.63,5.44
EMP0752,7.87,6.45
EMP0331,8.14,2.04
EMP0726,7.72,6.33
EMP0455,7.9,6.48
EMP0628,10.12,2.53
EMP0543,9.11,7.47
EMP0063,7.71,1.93
EMP0288,8.91,2.23
EMP0391,5.75,4.71
EMP0282,8.04,6.59
EMP0814,10.29,8.44
EMP0251,7.05,5.78
EMP0140,6.04,4.95
EMP0614,6.36,5.22
EMP0044,5.66,4.64
EMP0252,6.14,5.03
EMP0267,6.8 hrs,5.58
EMP0796,5.15,4.22
EMP0468,7.42,6.08
EMP0211,8.84,7.25
EMP0585,5.95,4.88
EMP0334,9.83,8.06
EMP0505,8.22,6.74
EMP0499,9.05,7.42
EMP0127,6.35,5.21
EMP0269,8.77,7.19
EMP0229,5.65,4.63
EMP0220,8.82,7.23
EMP0768,7.67,6.29
EMP0046,8.29,2.07
EMP0754,5.52,4.53
EMP0748,5.97,4.9
EMP0731,8.36,6.86
EMP0126,5.88,4.82
EMP0449,8.14,6.67
EMP0321,5.21,4.27
EMP0435,8.76,7.18
EMP0540,5.43,4.45
EMP0821,8.28,2.07
EMP0651,8.4,6.89
EMP0453,6.29,5.16
EMP0690,8.33,2.08
EMP0186,7.82,6.41
EMP0400,6.54,5.36
EMP0674,5.79,4.75
EMP0342,4.26,3.49
EMP0717,7.96,6.53
EMP0783,4.9,4.02
EMP0212,7.55,6.19
EMP0800,6.98,1.75
EMP0077,8.49,2.12
EMP0174,6.92,1.73
EMP0048,6.87,1.72
EMP0759,8.57,7.03
EMP0151,7.94,1.99
EMP0046,7.9 hrs,6.49
EMP0603,8.15,6.68
EMP0816,4.94,1.24
EMP0118,8.61,7.06
EMP0558,8.4 hrs,6.87
EMP0653,5.77,1.44
EMP0753,7.01,5.75
EMP0559,7.34,6.02
EMP0823,7.18,5.89
EMP0027,7.93,6.5
EMP0526,9.69,7.95
EMP0505,9.13,7.49
EMP0133,5.3,4.35
EMP0329,8.4,6.89
EMP0447,9.53,7.81
EMP0651,8.02,6.58
EMP0811,9.15,7.5
EMP0556,10.62,8.71
,9.04,7.41
EMP0307,7.8,6.4
EMP0371,9.07,2.27
EMP0700,7.63,6.26
EMP0520,7.44,6.1
EMP0666,6.84,5.61
EMP0450,9.9,8.12
EMP0509,6.09,4.99
EMP0367,9.85,2.46
EMP0207,8.2,6.72
EMP0389,5.16,4.23
EMP0003,7.99,6.55
EMP0093,4.04,3.31
EMP0345,8.4,6.89
EMP0371,8.82,7.23
EMP0342,6.45,1.61
EMP0235,7.6,6.23
EMP0411,10.53,2.63
EMP0532,6.59,5.4
EMP0591,5.71,1.43
EMP0571,9.77,8.01
EMP0082,10.54,8.64
EMP0376,7.41,6.08
EMP0426,9.02,7.4
EMP0259,9.55,7.83
EMP0207,6.21,1.55
EMP0725,6.62,5.43
EMP0498,9.37,2.34
EMP0046,10.1,8.28
EMP0076,8.3,6.81
EMP0461,5.99,4.91
EMP0647,10.58,8.68
EMP0169,6.55,5.37
EMP0831,6.86,5.63
EMP0308,7.95,1.99
EMP0176,9.89,8.11
EMP0169,8.77,7.19
EMP0664,8.06,6.61
EMP0304,8.14,6.67
EMP0068,7.47,6.13
EMP0375,8.29,6.8
EMP0061,3.35,2.75
EMP0319,6.93,5.68
EMP0273,7.79,1.95
EMP0162,5.56,4.56
EMP0817,8.02,6.58
EMP0747,7.07,5.8
EMP0308,10.21,8.37
EMP0267,9.92,2.48
EMP0723,6.65,5.45
EMP0701,7.16,5.87
EMP0526,7.28,5.97
EMP0021,6.68,5.48
EMP0104,7.71,6.32
EMP0057,6.19,5.08
EMP0500,5.59,1.4
EMP0156,8.4,6.89
EMP0381,8.41,6.9
EMP0256,6.11,5.01
EMP0482,8.83,7.24
,6.39,5.24
EMP0077,7.81,6.4
EMP0470,8.71,7.14
EMP0668,7.35,6.03
EMP0764,8.13,6.67
EMP0153,6.57,1.64
EMP0249,7.09,5.81
EMP0611,7.07,5.8
EMP0491,6.21,5.09
EMP0690,7.12,5.84
EMP0745,4.92,4.03
EMP0106,6.61,5.42
EMP0270,6.94,1.74
EMP0104,6.99,5.73
EMP0769,7.01,5.75
EMP0358,7.3,5.99
EMP0694,8.17,6.7
EMP0561,8.8,7.22
EMP0025,6.36,1.59
EMP0564,5.47,4.49
EMP0402,5.73,4.7
EMP0082,6.62,5.43
EMP0449,6.84,1.71
EMP0710,6.17,5.06
EMP0005,5.33,4.37
EMP0105,6.67,5.47
EMP0013,7.69,6.31
EMP0500,8.35,6.85
EMP0335,6.51,5.34
EMP0016,6.74,1.69
EMP0473,5.92,4.85
EMP0157,7.35,6.03
EMP0007,6.04,4.95
EMP0835,8.32,6.82
EMP0498,4.54,1.14
EMP0203,6.82,5.59
EMP0323,7.88,6.46
EMP0587,7.69,6.31
,11.71,9.6
EMP0678,7.96,6.53
EMP0643,5.79,1.45
EMP0766,7.25,5.94
EMP0437,4.56,3.74
EMP0038,7.27,1.82
EMP0406,6.07,1.52
EMP0575,8.86,7.27
EMP0828,6.52,1.63
EMP0588,7.21,5.91
EMP0110,6.38,1.59
EMP0089,10.18,8.35
EMP0579,6.89,1.72
EMP0745,10.33,8.47
EMP0394,8.7,2.17
EMP0107,8.17,2.04
EMP0812,7.99,6.55
EMP0832,8.03,6.58
EMP0811,4.32,1.08
EMP0235,6.95,5.7
EMP0628,8.75,2.19
EMP0105,7.32,1.83
EMP0678,5.15,4.22
EMP0330,7.32,6.0
EMP0683,10.13,8.31
EMP0198,9.4,2.35
EMP0689,7.3,5.99
EMP0783,8.92,2.23
EMP0063,6.81,5.58
EMP0325,4.67,3.83
EMP0219,5.92,1.48
EMP0160,9.9,8.12
EMP0625,6.96,5.71
EMP0586,7.01,5.75
,6.92,5.67
EMP0630,10.45,8.57
EMP0748,10.0,2.5
EMP0620,10.95,8.98
EMP0398,7.15,1.79
EMP0156,7.87,1.97
EMP0024,4.97,4.08
EMP0635,9.76,2.44
EMP0501,5.53,1.38
EMP0088,7.75,6.35
